school_name,level,school_type,ode_school_id,nces_school_id,street_address,city,zip_code,latitude,longitude,is_closure_candidate,closure_rank,is_title_i,is_urm_building,urm_retrofit_cost_usd,seismic_retrofit_status,recent_boundary_change,programs,has_dli,dli_languages,has_focus_option,dli_students_2526,neighborhood_students_2526,pct_dli_2526,year_built,square_feet,construction_type_2009,functional_capacity_2021,utilization_pct_2526,enrollment_2024_25,enrollment_2025_26,enrollment_pct_change,enrollment_2018,enrollment_2019,enrollment_2020,enrollment_2021,enrollment_2022,enrollment_2023,ccd_enrollment_2022,pct_ela_prof_2425,pct_math_prof_2425,pct_ela_prof_2324,pct_math_prof_2324,n_ela_participants_2425,n_math_participants_2425,pct_regular_attenders_2425,pct_experienced_teachers_2425,pct_teacher_retention_2425,class_size_2425,crdc_lep_2020,crdc_idea_2020,crdc_chronic_absent_2020,pct_lep,pct_idea,counselors_fte_2021,social_workers_fte_2021,psychologists_fte_2021,nurses_fte_2021,suspensions_2021,chronic_absent_2021,enrollment_crdc_2021,frl_free_lunch,frl_reduced_lunch,frl_direct_certification,pct_free_lunch,pct_frl,pct_direct_cert,pct_ai_an,pct_asian,pct_nhpi,pct_black,pct_hispanic,pct_white,pct_multiracial,affordable_units_within_1mi,pipeline_affordable_units_within_1mi,pipeline_family_units_within_1mi,n_pipeline_projects_within_1mi,permits_units_within_1mi_since_2022,n_permits_within_1mi_since_2022
Cleveland High School,high,Regular School,909.0,411004000958.0,3400 SE 26th Ave,Portland,97202,45.4985,-122.6391,False,,False,False,,targeted,,,False,,False,115.0,1336.0,0.0793,1928.0,251892.0,LRCW,1859.0,0.7805,1421.0,1451.0,0.0211,1649.0,1559.0,1582.0,1625.0,1547.0,1472.0,1547.0,67.2,41.5,64.6,46.7,260.0,183.0,66.0,91.0,87.0,27.0,23.0,187.0,610.0,0.0159,0.1289,5.5,1.0,0.0,1.0,56.0,678.0,1619.0,226.0,36.0,111.0,0.1461,0.1694,0.0718,0.00207,0.06685,0.00207,0.0317,0.07994,0.70503,0.11234,4200,544,128,11,2257,725
César Chávez K-8 School,k8,Regular School,841.0,411004000884.0,5103 N Willis Blvd,Portland,97203,45.5844,-122.7195,False,,True,False,,targeted,,Spanish DLI,True,Spanish,False,300.0,143.0,0.6772,1928.0,75814.0,LRCW,589.0,0.7521,453.0,443.0,-0.0221,550.0,549.0,543.0,490.0,466.0,481.0,466.0,20.9,13.0,21.0,11.2,305.0,302.0,65.0,64.0,75.0,20.0,192.0,68.0,198.0,0.4334,0.1535,2.0,0.0,0.0,0.25,427.0,270.0,487.0,301.0,0.0,167.0,0.6459,0.6459,0.3584,0.00226,0.02032,0.01129,0.11964,0.63883,0.15576,0.05192,295,58,30,1,65,41
Dr. Martin Luther King Jr. School,elementary,Regular School,866.0,411004000911.0,4906 NE 6th Ave,Portland,97211,45.5581,-122.659,False,,True,False,,targeted,DBRAC 2018,Chinese DLI,True,Chinese,False,193.0,126.0,0.605,1925.0,88957.0,LRCW,635.0,0.5024,312.0,319.0,0.0224,311.0,321.0,319.0,297.0,302.0,305.0,302.0,39.3,34.5,40.6,34.4,145.0,145.0,67.0,80.0,87.0,20.0,52.0,38.0,98.0,0.163,0.1191,1.5,0.0,0.0,0.25,18.0,104.0,297.0,220.0,0.0,99.0,0.7285,0.7285,0.3278,0.0,0.04702,0.00627,0.31348,0.19436,0.24138,0.19749,543,52,0,1,63,47
Duniway Elementary School,elementary,Regular School,844.0,411004000887.0,7700 SE Reed College Pl,Portland,97202,45.4687,-122.6289,False,,False,False,,targeted,,,False,,False,,,,1926.0,67492.0,LRCW,552.0,0.6558,387.0,362.0,-0.0646,504.0,511.0,467.0,436.0,422.0,409.0,422.0,70.1,71.9,69.1,67.6,211.0,210.0,88.0,94.0,87.0,27.5,12.0,65.0,30.0,0.0331,0.1796,1.0,0.5,0.0,0.25,3.0,90.0,436.0,37.0,4.0,22.0,0.0877,0.0972,0.0521,0.00829,0.01381,0.00276,0.0,0.05525,0.77624,0.14365,326,0,0,0,99,66
Faubion Elementary School,k8,Regular School,847.0,411004000890.0,2930 NE Dekum St,Portland,97211,45.570756,-122.634699,False,,True,False,,full,DBRAC 2018,,False,,False,,,,1950.0,57846.0,Wood,710.0,0.8451,585.0,600.0,0.0256,678.0,701.0,701.0,626.0,610.0,570.0,610.0,22.9,16.5,20.8,16.4,388.0,380.0,56.0,78.0,84.0,23.0,100.0,123.0,269.0,0.1667,0.205,3.0,0.0,0.0,0.25,186.0,314.0,623.0,443.0,0.0,225.0,0.7262,0.7262,0.3689,0.01167,0.01333,0.035,0.225,0.29333,0.27167,0.15,108,97,4,2,516,50
Franklin High School,high,Regular School,911.0,411004000960.0,5405 SE Woodward St,Portland,97206,45.502271,-122.606886,False,,False,False,,full,,,False,,False,202.0,1575.0,0.1135,1915.0,237027.0,URM,1744.0,1.0189,1807.0,1777.0,-0.0166,1851.0,1932.0,1999.0,2009.0,1966.0,1811.0,1966.0,49.0,16.7,50.6,21.9,292.0,247.0,57.0,89.0,88.0,24.0,118.0,250.0,-1.0,0.0664,0.1407,7.0,2.0,0.0,1.0,179.0,982.0,2003.0,620.0,100.0,300.0,0.3154,0.3662,0.1526,0.00338,0.10411,0.01294,0.04277,0.19809,0.53348,0.10523,2989,534,175,9,1424,598
George Middle School,middle,Regular School,849.0,411004000893.0,10000 N Burr,Portland,97203,45.5961,-122.7367,False,,True,True,11180000.0,,,Spanish DLI,True,Spanish,False,109.0,247.0,0.3045,1950.0,78713.0,URM,617.0,0.577,400.0,356.0,-0.11,421.0,439.0,431.0,390.0,387.0,364.0,387.0,25.4,14.1,19.2,10.9,373.0,376.0,53.0,67.0,76.0,24.0,81.0,101.0,214.0,0.2275,0.2837,2.0,1.0,0.0,0.25,492.0,224.0,389.0,249.0,0.0,131.0,0.6434,0.6434,0.3385,0.00281,0.03371,0.00843,0.16292,0.46629,0.19663,0.12921,2841,0,0,0,275,247
Glencoe Elementary School,elementary,Regular School,850.0,411004000894.0,825 SE 51st Ave,Portland,97215,45.5172,-122.6108,False,,False,False,,targeted,,,False,,False,,,,1923.0,63482.0,LRCW,600.0,0.5683,357.0,341.0,-0.0448,451.0,449.0,396.0,374.0,394.0,372.0,394.0,78.6,75.0,67.9,65.2,196.0,196.0,84.0,100.0,82.0,23.0,13.0,73.0,3.0,0.0381,0.2141,1.0,0.0,0.0,0.25,15.0,68.0,373.0,65.0,7.0,38.0,0.165,0.1827,0.0964,0.0,0.01466,0.0,0.04985,0.10557,0.74194,0.08798,941,0,0,0,245,78
Grant High School,high,Regular School,912.0,411004000962.0,2245 NE 36th Ave,Portland,97212,45.539,-122.6268,False,,False,False,,full,,,False,,False,265.0,1809.0,0.1278,1923.0,269350.0,URM,1686.0,1.2301,2149.0,2074.0,-0.0349,1636.0,1811.0,1966.0,2124.0,2156.0,2179.0,2156.0,71.4,46.7,76.3,40.4,422.0,408.0,64.0,93.0,91.0,28.0,11.0,155.0,429.0,0.0053,0.0747,7.0,1.0,0.0,1.0,97.0,816.0,2123.0,267.0,36.0,91.0,0.1238,0.1405,0.0422,0.00193,0.02507,0.00145,0.06075,0.08582,0.66779,0.15718,903,350,163,2,357,91
Gray Middle School,middle,Regular School,852.0,411004000896.0,5505 SW 23rd Ave,Portland,97239,45.4824,-122.7013,False,,False,False,,,,,False,,False,,,,1952.0,60624.0,Wood,622.0,0.6945,439.0,432.0,-0.0159,542.0,568.0,509.0,478.0,483.0,471.0,483.0,70.7,57.3,71.7,55.2,444.0,439.0,69.0,95.0,83.0,28.0,11.0,74.0,133.0,0.0255,0.1713,2.0,0.0,0.0,0.25,138.0,146.0,476.0,95.0,5.0,33.0,0.1967,0.207,0.0683,0.00694,0.03009,0.00231,0.03935,0.11111,0.69907,0.11111,546,0,0,0,214,112
Grout Elementary School,elementary,Regular School,854.0,411004000898.0,3119 SE Holgate Blvd,Portland,97202,45.490972,-122.633139,False,,True,False,,,,,False,,False,,,,1927.0,65838.0,LRCW,510.0,0.6412,295.0,327.0,0.1085,382.0,370.0,350.0,341.0,316.0,302.0,316.0,56.2,53.1,50.0,50.6,150.0,149.0,65.0,78.0,83.0,19.0,47.0,68.0,70.0,0.1437,0.208,1.0,1.0,0.0,0.25,111.0,113.0,340.0,220.0,0.0,72.0,0.6962,0.6962,0.2278,0.00917,0.09786,0.02446,0.0581,0.17125,0.49847,0.14067,512,286,100,2,249,112
Harriet Tubman Middle School,middle,Regular School,894.0,411004001315.0,2231 N Flint,Portland,97227,45.539001,-122.668809,False,,True,False,,targeted,DBRAC 2018,Chinese DLI,True,Chinese,False,48.0,355.0,0.1194,1954.0,94775.0,Concrete,732.0,0.5505,329.0,403.0,0.2249,491.0,429.0,444.0,387.0,360.0,321.0,360.0,46.8,45.2,37.2,32.4,314.0,309.0,64.0,93.0,79.0,22.0,27.0,66.0,161.0,0.067,0.1638,2.0,0.5,0.0,0.25,162.0,189.0,386.0,233.0,0.0,75.0,0.6472,0.6472,0.2083,0.00744,0.02233,0.0,0.25062,0.15633,0.43176,0.13151,3792,600,202,12,941,273
Harrison Park School,middle,Regular School,842.0,411004000885.0,2225 SE 87th Ave,Portland,97216,45.506762,-122.574963,False,,True,False,,targeted,SEGC 2023,Chinese DLI,True,Chinese,False,111.0,309.0,0.2649,1949.0,109059.0,Wood,1006.0,0.4175,372.0,420.0,0.129,659.0,637.0,596.0,545.0,573.0,321.0,573.0,48.8,40.5,50.9,33.2,380.0,383.0,77.0,74.0,66.0,22.5,195.0,101.0,90.0,0.4643,0.2405,2.0,1.0,0.0,0.25,156.0,297.0,526.0,377.0,0.0,231.0,0.6579,0.6579,0.4031,0.00238,0.2119,0.03333,0.12619,0.14762,0.35714,0.12143,784,200,76,4,539,251
Hayhurst Elementary School,elementary,Regular School,855.0,411004000899.0,5037 SW Iowa St,Portland,97221,45.4804,-122.729,False,,False,True,520000.0,full,,,False,,False,,,,1954.0,56266.0,Wood,546.0,0.9304,525.0,508.0,-0.0324,628.0,640.0,624.0,574.0,575.0,562.0,575.0,67.3,61.6,69.2,63.2,319.0,315.0,77.0,88.0,81.0,24.0,23.0,90.0,54.0,0.0453,0.1772,2.0,0.0,0.0,0.5,67.0,170.0,571.0,226.0,0.0,56.0,0.393,0.393,0.0974,0.00591,0.02756,0.00394,0.04134,0.09843,0.66929,0.15354,273,0,0,0,52,42
Hosford Middle School,middle,Regular School,858.0,411004000902.0,2303 SE 28th Pl,Portland,97214,45.5062,-122.6371,False,,False,False,,targeted,,,False,,False,,,,1925.0,77050.0,LRCW,696.0,0.7586,537.0,528.0,-0.0168,588.0,651.0,675.0,630.0,566.0,517.0,566.0,66.0,51.2,54.3,44.0,520.0,522.0,75.0,92.0,80.0,28.0,29.0,118.0,109.0,0.0549,0.2235,3.0,0.0,0.0,0.25,143.0,195.0,626.0,134.0,21.0,65.0,0.2367,0.2739,0.1148,0.00379,0.05114,0.00758,0.02652,0.10606,0.69697,0.10795,3381,714,129,12,1634,338
Ida B. Wells-Barnett High School,high,Regular School,922.0,411004000975.0,1151 SW Vermont St,Portland,97219,45.477443,-122.689848,False,,False,False,,targeted,,,False,,False,,,,1954.0,326062.0,Concrete,1872.0,0.8408,1650.0,1574.0,-0.0461,1534.0,1554.0,1540.0,1598.0,1556.0,1650.0,1556.0,54.8,30.1,36.5,22.2,291.0,260.0,62.0,83.0,87.0,27.0,28.0,165.0,566.0,0.0178,0.1048,6.0,1.0,0.0,1.0,190.0,688.0,1589.0,191.0,29.0,91.0,0.1228,0.1414,0.0585,0.0,0.02922,0.00572,0.04765,0.09085,0.71347,0.11309,1188,472,277,5,774,380
Jackson Middle School,middle,Regular School,1277.0,411004001365.0,10625 SW 35th,Portland,97219,45.448557,-122.714215,False,,False,False,,targeted,,,False,,False,,,,1966.0,247779.0,Concrete,908.0,0.7577,715.0,688.0,-0.0378,747.0,793.0,803.0,753.0,791.0,710.0,791.0,66.5,56.3,63.5,57.8,699.0,695.0,76.0,91.0,89.0,29.0,18.0,117.0,170.0,0.0262,0.1701,3.5,0.0,0.0,0.25,171.0,237.0,752.0,174.0,29.0,74.0,0.22,0.2566,0.0936,0.00291,0.01744,0.01017,0.05523,0.11337,0.65698,0.1439,642,472,277,5,560,268
James John Elementary School,elementary,Regular School,862.0,411004000906.0,7439 N Charleston Ave,Portland,97203,45.5904,-122.752,False,,True,True,1020000.0,targeted,,Spanish DLI,True,Spanish,False,133.0,231.0,0.3644,1929.0,63697.0,LRCW,513.0,0.7096,367.0,364.0,-0.0082,347.0,351.0,318.0,332.0,337.0,349.0,337.0,32.8,23.4,27.4,27.7,181.0,179.0,62.0,85.0,86.0,22.0,73.0,73.0,75.0,0.2005,0.2005,1.0,0.5,0.0,0.25,147.0,146.0,332.0,221.0,0.0,102.0,0.6558,0.6558,0.3027,0.00824,0.01374,0.00275,0.07692,0.47802,0.31868,0.10165,456,0,0,0,185,161
Jefferson High School,high,Regular School,913.0,411004000964.0,5210 N Kerby Ave,Portland,97217,45.560536,-122.671936,False,,True,False,,,,,False,,False,14.0,376.0,0.0358,1909.0,360911.0,URM,1817.0,0.2146,456.0,390.0,-0.1447,653.0,639.0,620.0,593.0,606.0,525.0,606.0,22.2,14.6,13.0,8.0,91.0,82.0,37.0,78.0,79.0,19.0,40.0,75.0,247.0,0.1026,0.1923,2.5,1.25,0.0,1.0,168.0,414.0,588.0,391.0,0.0,177.0,0.6452,0.6452,0.2921,0.00513,0.01795,0.00769,0.44615,0.20256,0.18462,0.1359,4089,339,80,7,1037,325
Kellogg Middle School,middle,Regular School,863.0,411004001922.0,3330 SE 69th,Portland,97206,45.498264,-122.591499,False,,True,False,,full,SEGC 2023,Spanish DLI,True,Spanish,False,201.0,332.0,0.3785,1913.0,94592.0,Concrete,803.0,0.6638,592.0,533.0,-0.0997,,,,691.0,658.0,677.0,658.0,46.8,35.1,41.3,29.2,586.0,582.0,65.0,89.0,72.0,25.0,,,,,,3.0,1.0,0.0,0.25,257.0,280.0,691.0,435.0,0.0,122.0,0.6611,0.6611,0.1854,0.0,0.08068,0.01501,0.04315,0.34522,0.41839,0.09756,1072,64,29,1,295,174
Kelly Elementary School,elementary,Regular School,864.0,411004000909.0,9030 SE Cooper St,Portland,97266,45.4729,-122.5704,False,,True,True,1930000.0,planned_targeted,,Russian DLI,True,Russian,False,143.0,268.0,0.3479,1952.0,82895.0,Wood,670.0,0.6134,385.0,411.0,0.0675,498.0,476.0,424.0,381.0,355.0,377.0,355.0,29.7,29.0,28.6,19.9,200.0,198.0,54.0,88.0,82.0,22.0,181.0,66.0,140.0,0.4404,0.1606,2.0,0.0,0.0,0.23,81.0,218.0,376.0,296.0,0.0,116.0,0.8338,0.8338,0.3268,0.0073,0.09732,0.0146,0.10949,0.22871,0.47445,0.06813,400,30,30,1,70,31
Lane Middle School,middle,Regular School,1243.0,411004000912.0,7200 SE 60th Ave,Portland,97206,45.4713,-122.6016,False,,True,False,,,SEGC 2023,Russian DLI,True,Russian,False,36.0,414.0,0.0805,1927.0,87438.0,LRCW,770.0,0.5844,417.0,450.0,0.0791,433.0,434.0,411.0,369.0,334.0,391.0,334.0,30.3,22.5,32.3,17.9,385.0,380.0,55.0,84.0,71.0,23.0,71.0,81.0,134.0,0.1578,0.18,3.0,0.5,0.0,0.23,78.0,213.0,368.0,223.0,0.0,77.0,0.6677,0.6677,0.2305,0.00889,0.10889,0.01111,0.13556,0.24444,0.39556,0.09556,732,30,30,1,509,329
Laurelhurst Elementary School,k8,Regular School,868.0,411004000913.0,840 NE 41st Ave,Portland,97232,45.5291,-122.6198,False,,False,False,,targeted,,,False,,False,,,,1923.0,44251.0,LRCW,657.0,0.9346,660.0,614.0,-0.0697,692.0,698.0,687.0,651.0,674.0,658.0,674.0,79.3,68.7,77.9,71.3,480.0,477.0,81.0,99.0,87.0,26.0,3.0,68.0,43.0,0.0049,0.1107,2.0,0.0,0.0,0.27,0.0,95.0,650.0,53.0,4.0,29.0,0.0786,0.0846,0.043,0.00326,0.03094,0.00163,0.02117,0.06515,0.73779,0.14007,41,128,63,1,260,34
Leodis V. McDaniel High School,high,Regular School,915.0,411004000968.0,3905 SE 91st Ave,Portland,97266,45.541967,-122.580962,False,,False,False,,full,,,False,,False,239.0,1387.0,0.1467,1955.0,370112.0,Concrete,1739.0,0.935,1681.0,1626.0,-0.0327,1152.0,1070.0,1169.0,1377.0,1440.0,1649.0,1440.0,37.9,24.1,42.5,24.4,229.0,174.0,52.0,77.0,91.0,23.0,169.0,166.0,885.0,0.1039,0.1021,5.5,3.0,0.0,1.0,275.0,826.0,1365.0,936.0,0.0,257.0,0.65,0.65,0.1785,0.00738,0.11255,0.01722,0.12546,0.27429,0.377,0.0861,3047,270,132,4,823,435
Lincoln High School,high,Regular School,914.0,411004000966.0,1750 SW Salmon St.,Portland,97205,45.519344,-122.691262,False,,False,False,,full,,,False,,False,178.0,1470.0,0.1081,1951.0,233293.0,Concrete,1867.0,0.8827,1611.0,1648.0,0.023,1698.0,1588.0,1482.0,1461.0,1525.0,1579.0,1525.0,70.4,40.3,65.1,38.0,319.0,238.0,66.0,90.0,91.0,25.0,25.0,80.0,596.0,0.0152,0.0485,6.0,1.0,0.0,1.0,64.0,519.0,1463.0,151.0,17.0,57.0,0.099,0.1102,0.0374,0.00364,0.08981,0.0,0.04915,0.11104,0.60316,0.1432,13946,1043,103,12,1953,96
Llewellyn Elementary School,elementary,Regular School,872.0,411004000917.0,6301 SE 14th Ave,Portland,97202,45.4772,-122.6523,False,,False,False,,,,,False,,False,,,,1928.0,49755.0,LRCW,528.0,0.6534,373.0,345.0,-0.0751,485.0,509.0,461.0,395.0,413.0,393.0,413.0,77.3,75.6,80.6,71.0,207.0,201.0,79.0,100.0,91.0,21.0,7.0,83.0,1.0,0.0203,0.2406,2.0,0.0,0.0,0.25,33.0,113.0,396.0,51.0,7.0,24.0,0.1235,0.1404,0.0581,0.0058,0.02029,0.0,0.01739,0.09565,0.77681,0.08406,417,10,3,1,136,124
Maplewood Elementary School,elementary,Regular School,873.0,411004000918.0,7452 SW 52nd Ave,Portland,97219,45.4709,-122.7297,False,,False,False,,targeted,,,False,,False,,,,1948.0,34353.0,Wood,467.0,0.6167,296.0,288.0,-0.027,383.0,374.0,347.0,291.0,310.0,301.0,310.0,62.4,60.1,62.5,63.6,149.0,148.0,84.0,94.0,88.0,23.0,9.0,38.0,9.0,0.0312,0.1319,1.0,0.5,0.0,0.25,16.0,60.0,282.0,49.0,2.0,26.0,0.1581,0.1645,0.0839,0.00694,0.01389,0.0,0.01736,0.11111,0.67361,0.17708,47,0,0,0,246,80
Markham Elementary School,elementary,Regular School,1278.0,411004000919.0,10531 SW Capitol Hwy,Portland,97219,45.4492,-122.7255,False,,True,False,,targeted,,,False,,False,,,,1951.0,82794.0,Wood,588.0,0.5765,341.0,339.0,-0.0059,446.0,430.0,416.0,427.0,426.0,402.0,426.0,61.2,53.4,51.4,50.3,190.0,191.0,79.0,83.0,82.0,21.5,66.0,60.0,54.0,0.1947,0.177,1.0,0.0,0.0,0.25,39.0,108.0,419.0,277.0,0.0,84.0,0.6502,0.6502,0.1972,0.0,0.05605,0.02655,0.17109,0.14749,0.49263,0.10619,42,171,82,2,171,72
Marysville Elementary School,k8,Regular School,875.0,411004000920.0,7733 SE Raymond St,Portland,97206,45.4869,-122.5835,False,,True,True,1400000.0,full,SEGC 2023,,False,,False,,,,1921.0,53490.0,Wood,533.0,0.5704,318.0,304.0,-0.044,389.0,383.0,405.0,250.0,286.0,359.0,286.0,35.9,25.9,28.4,28.0,172.0,168.0,65.0,97.0,74.0,20.0,51.0,85.0,158.0,0.1678,0.2796,2.0,0.5,0.0,0.25,144.0,136.0,248.0,206.0,0.0,89.0,0.7203,0.7203,0.3112,0.01645,0.11513,0.05263,0.12171,0.21053,0.35526,0.12829,671,64,29,1,111,39
Metropolitan Learning Center,alternative,Alternative School,916.0,411004000967.0,2033 NW Glisan St,Portland,97209,45.5266,-122.6933,False,,False,False,,,,Alternative K-12 focus,False,,True,,,,1914.0,68135.0,LRCW,,,319.0,275.0,-0.1379,406.0,390.0,377.0,341.0,348.0,337.0,348.0,58.4,44.7,62.2,42.9,209.0,208.0,66.0,88.0,84.0,20.0,4.0,86.0,65.0,0.0145,0.3127,3.0,1.0,0.0,0.25,30.0,110.0,341.0,54.0,3.0,24.0,0.1552,0.1638,0.069,0.0,0.00727,0.0,0.01455,0.11273,0.73455,0.13091,12779,852,103,10,1706,39
Mt Tabor Middle School,middle,Regular School,877.0,411004000922.0,5800 SE Ash St,Portland,97215,45.521059,-122.604261,False,,False,False,,targeted,,Japanese DLI,True,Japanese,False,222.0,208.0,0.5163,1952.0,83076.0,Wood,682.0,0.6305,466.0,430.0,-0.0773,741.0,724.0,721.0,645.0,606.0,504.0,606.0,68.0,63.0,71.2,60.7,462.0,459.0,77.0,100.0,84.0,27.0,28.0,89.0,73.0,0.0651,0.207,3.0,0.5,0.0,0.25,24.0,155.0,642.0,76.0,16.0,26.0,0.1254,0.1518,0.0429,0.0,0.05116,0.0,0.02093,0.10465,0.55814,0.26512,941,0,0,0,245,78
Ockley Green Middle School,middle,Regular School,878.0,411004000925.0,6031 N Montana,Portland,97217,45.567,-122.6807,False,,True,False,,targeted,DBRAC 2018,Spanish DLI,True,Spanish,False,63.0,397.0,0.137,1925.0,69153.0,LRCW,689.0,0.6676,409.0,460.0,0.1247,505.0,487.0,486.0,489.0,483.0,428.0,483.0,35.2,31.1,39.8,28.7,419.0,415.0,66.0,66.0,68.0,26.0,28.0,82.0,162.0,0.0609,0.1783,2.0,0.5,0.0,0.25,231.0,213.0,489.0,314.0,0.0,104.0,0.6501,0.6501,0.2153,0.0087,0.01739,0.01304,0.17174,0.18043,0.46957,0.13913,2630,381,128,7,973,371
Richmond Elementary School,elementary,Regular School,883.0,411004000930.0,2276 SE 41st Ave,Portland,97214,45.5064,-122.6199,False,,False,True,1720000.0,planned_targeted,,Japanese DLI,True,Japanese,False,512.0,0.0,1.0,1908.0,77070.0,Wood,723.0,0.7082,530.0,512.0,-0.034,632.0,627.0,601.0,551.0,539.0,537.0,539.0,73.5,69.4,74.0,68.9,239.0,236.0,85.0,83.0,87.0,26.5,-22.0,41.0,21.0,-0.043,0.0801,1.5,0.5,0.0,0.25,6.0,69.0,544.0,23.0,6.0,15.0,0.0427,0.0538,0.0278,0.0,0.09961,0.0,0.00977,0.06836,0.41992,0.40234,334,507,116,7,615,217
Rigler Elementary School,elementary,Regular School,884.0,411004000931.0,5401 NE Prescott St,Portland,97218,45.556,-122.6077,False,,True,True,2850000.0,targeted,,Spanish DLI,True,Spanish,False,289.0,2.0,1.0,1931.0,55312.0,LRCW,589.0,0.4941,303.0,291.0,-0.0396,328.0,307.0,270.0,241.0,223.0,255.0,223.0,35.8,36.1,29.1,30.6,142.0,142.0,73.0,92.0,80.0,22.0,126.0,36.0,7.0,0.433,0.1237,0.0,0.0,0.0,0.27,0.0,90.0,236.0,144.0,0.0,64.0,0.6457,0.6457,0.287,0.0,0.01031,0.0,0.03436,0.61512,0.30584,0.03436,747,84,60,1,170,71
Roosevelt High School,high,Regular School,918.0,411004001821.0,6941 N Central St,Portland,97203,45.58911,-122.738383,False,,True,False,,full,,,False,,False,299.0,1119.0,0.2107,1921.0,271306.0,URM,1320.0,1.0742,1450.0,1418.0,-0.0221,994.0,1195.0,1293.0,1376.0,1484.0,1454.0,1484.0,28.5,8.9,25.2,,296.0,257.0,46.0,81.0,87.0,22.0,214.0,226.0,915.0,0.1509,0.1594,5.5,3.25,0.0,1.0,342.0,957.0,1374.0,968.0,0.0,336.0,0.6523,0.6523,0.2264,0.00564,0.01693,0.01269,0.1213,0.35825,0.3787,0.10649,3429,58,30,1,517,402
Rose City Park,elementary,Regular School,5427.0,411004001868.0,2334 NE 57th Ave,Portland,97212,45.539379,-122.604594,False,,False,True,20910000.0,planned_full,,Vietnamese DLI,True,Vietnamese,False,207.0,210.0,0.4964,1912.0,72053.0,URM,636.0,0.6557,448.0,417.0,-0.0692,531.0,538.0,527.0,466.0,467.0,464.0,467.0,52.9,56.4,57.6,59.5,228.0,224.0,80.0,86.0,90.0,20.0,92.0,73.0,67.0,0.2206,0.1751,2.0,0.0,0.0,0.27,21.0,122.0,460.0,301.0,0.0,53.0,0.6445,0.6445,0.1135,0.00719,0.32134,0.00959,0.02158,0.07914,0.45803,0.10312,300,0,0,0,78,55
Roseway Heights School,middle,Regular School,885.0,411004000932.0,7334 NE Siskiyou St,Portland,97213,45.544,-122.5876,False,,True,False,,,DBRAC 2018,Spanish DLI; Vietnamese DLI,True,Spanish; Vietnamese,False,157.0,415.0,0.2745,1923.0,95438.0,LRCW,803.0,0.7123,561.0,572.0,0.0196,587.0,615.0,614.0,592.0,576.0,549.0,576.0,38.8,28.2,31.8,22.7,485.0,464.0,54.0,80.0,79.0,25.0,86.0,97.0,250.0,0.1503,0.1696,2.0,1.0,0.0,0.27,281.0,289.0,587.0,379.0,0.0,112.0,0.658,0.658,0.1944,0.00874,0.12937,0.01748,0.09965,0.20979,0.42657,0.10839,1629,0,0,0,213,188
Sabin Elementary School,elementary,Regular School,886.0,411004000933.0,4013 NE 18th Ave,Portland,97212,45.5521,-122.6478,False,,False,True,2600000.0,targeted,DBRAC 2018,,False,,False,,,,1928.0,66929.0,LRCW,559.0,0.483,293.0,270.0,-0.0785,452.0,416.0,361.0,342.0,312.0,302.0,312.0,64.7,57.2,65.6,59.1,168.0,167.0,72.0,92.0,79.0,16.0,10.0,56.0,42.0,0.037,0.2074,1.5,0.5,0.0,0.25,46.0,99.0,342.0,72.0,7.0,45.0,0.2308,0.2532,0.1442,0.01852,0.02222,0.0037,0.1037,0.09259,0.62593,0.13333,400,40,0,1,87,47
Scott Elementary School,elementary,Regular School,887.0,411004000935.0,6700 NE Prescott St,Portland,97218,45.5552,-122.5943,False,,True,False,,,DBRAC 2018,Spanish DLI,True,Spanish,False,222.0,255.0,0.4664,1949.0,62681.0,Wood,643.0,0.7418,493.0,477.0,-0.0325,458.0,485.0,461.0,429.0,450.0,500.0,450.0,41.3,36.9,40.9,38.8,225.0,223.0,72.0,71.0,86.0,18.0,135.0,84.0,131.0,0.283,0.1761,1.0,1.0,0.0,0.27,117.0,199.0,426.0,295.0,0.0,143.0,0.6556,0.6556,0.3178,0.02725,0.03145,0.03145,0.10273,0.32704,0.38155,0.09853,562,0,0,0,95,94
Sellwood Middle School,middle,Regular School,888.0,411004000936.0,8300 SE 15th Ave,Portland,97202,45.4626,-122.6506,False,,False,False,,targeted,,,False,,False,,,,1914.0,86823.0,LRCW,683.0,0.8287,575.0,566.0,-0.0157,613.0,587.0,550.0,554.0,563.0,567.0,563.0,71.3,65.7,67.6,61.6,551.0,548.0,75.0,93.0,92.0,29.0,1.0,84.0,29.0,0.0018,0.1484,3.0,0.0,0.0,0.25,107.0,171.0,553.0,60.0,8.0,28.0,0.1066,0.1208,0.0497,0.0,0.01943,0.0,0.00707,0.07951,0.79505,0.09894,747,10,3,1,631,291
Sitton Elementary School,elementary,Regular School,889.0,411004000937.0,9930 N Smith St,Portland,97203,45.6,-122.7584,False,,True,False,,targeted,,Spanish DLI,True,Spanish,False,138.0,208.0,0.4,1949.0,58762.0,Wood,467.0,0.7409,339.0,346.0,0.0206,367.0,374.0,339.0,307.0,345.0,335.0,345.0,40.1,38.9,41.4,39.3,162.0,162.0,56.0,74.0,81.0,20.0,91.0,71.0,122.0,0.263,0.2052,1.0,0.5,0.0,0.25,42.0,176.0,305.0,243.0,0.0,137.0,0.7043,0.7043,0.3971,0.00578,0.03179,0.01156,0.11561,0.39306,0.32948,0.11272,691,0,0,0,69,65
